Date,Name of State/UT,Total Confirmed cases (Indian National),Total Confirmed cases (Foreign National),Cured/Discharged/Migrated,Death,Total Confirmed cases
07-04-2020,Himachal Pradesh,13,0,2,1,13
07-04-2020,Jammu and Kashmir,116,0,4,2,116
07-04-2020,Jharkhand,4,0,0,0,4
07-04-2020,Karnataka,175,0,25,4,175
07-04-2020,Kerala,319,8,58,2,327
07-04-2020,Ladakh,14,0,10,0,14
07-04-2020,Madhya Pradesh,229,0,0,13,229
07-04-2020,Maharashtra,865,3,56,48,868
07-04-2020,Manipur,2,0,0,0,2
07-04-2020,Mizoram,1,0,0,0,1
07-04-2020,Odisha,42,0,2,1,42
07-04-2020,Puducherry,5,0,1,0,5
07-04-2020,Punjab,91,0,4,7,91
07-04-2020,Rajasthan,286,2,21,3,288
07-04-2020,Tamil Nadu,615,6,8,5,621
07-04-2020,Telengana,354,10,35,7,364
07-04-2020,Tripura,1,0,0,0,1
07-04-2020,Uttar Pradesh,304,1,21,3,305
07-04-2020,Uttarakhand,30,1,5,0,31
07-04-2020,West Bengal,91,0,13,3,91
08-04-2020,Andaman and Nicobar Islands,10,0,0,0,10
08-04-2020,Andhra Pradesh,305,0,5,4,305
08-04-2020,Arunachal Pradesh,1,0,0,0,1
08-04-2020,Assam,27,0,0,0,27
08-04-2020,Bihar,38,0,0,1,38
08-04-2020,Chandigarh,18,0,7,0,18
08-04-2020,Chhattisgarh,10,0,9,0,10
08-04-2020,Delhi,575,1,21,9,576
08-04-2020,Goa,6,1,0,0,7
08-04-2020,Gujarat,164,1,25,13,165
08-04-2020,Haryana,133,14,28,3,147
08-04-2020,Himachal Pradesh,18,0,2,1,18
08-04-2020,Jammu and Kashmir,116,0,4,2,116
08-04-2020,Jharkhand,4,0,0,0,4
08-04-2020,Karnataka,175,0,25,4,175
08-04-2020,Kerala,328,8,70,2,336
08-04-2020,Ladakh,14,0,10,0,14
08-04-2020,Madhya Pradesh,229,0,0,13,229
08-04-2020,Maharashtra,1015,3,79,64,1018
08-04-2020,Manipur,2,0,0,0,2
08-04-2020,Mizoram,1,0,0,0,1
08-04-2020,Odisha,42,0,2,1,42
08-04-2020,Puducherry,5,0,1,0,5
08-04-2020,Punjab,91,0,4,7,91
08-04-2020,Rajasthan,326,2,21,3,328
08-04-2020,Tamil Nadu,684,6,19,7,690
08-04-2020,Telengana,417,10,35,7,427
08-04-2020,Tripura,1,0,0,0,1
08-04-2020,Uttar Pradesh,342,1,26,3,343
08-04-2020,Uttarakhand,30,1,5,0,31
08-04-2020,West Bengal,99,0,13,5,99
09-04-2020,Andaman and Nicobar Islands,11,0,0,0,11
09-04-2020,Andhra Pradesh,348,0,6,4,348
09-04-2020,Arunachal Pradesh,1,0,0,0,1
09-04-2020,Assam,28,0,0,0,28
09-04-2020,Bihar,39,0,0,1,39
09-04-2020,Chandigarh,18,0,7,0,18
09-04-2020,Chhattisgarh,10,0,9,0,10
09-04-2020,Delhi,668,1,21,9,669
09-04-2020,Goa,6,1,0,0,7
09-04-2020,Gujarat,178,1,25,16,179
09-04-2020,Haryana,155,14,29,3,169
09-04-2020,Himachal Pradesh,18,0,2,1,18
09-04-2020,Jammu and Kashmir,158,0,4,4,158
09-04-2020,Jharkhand,13,0,0,0,13
09-04-2020,Karnataka,181,0,28,5,181
09-04-2020,Kerala,337,8,83,2,345
09-04-2020,Ladakh,14,0,10,0,14
09-04-2020,Madhya Pradesh,259,0,0,16,259
09-04-2020,Maharashtra,1132,3,117,72,1135
09-04-2020,Manipur,2,0,1,0,2
09-04-2020,Mizoram,1,0,0,0,1
09-04-2020,Odisha,42,0,2,1,42
09-04-2020,Puducherry,5,0,1,0,5
09-04-2020,Punjab,101,0,4,8,101
09-04-2020,Rajasthan,381,2,21,3,383
09-04-2020,Tamil Nadu,732,6,21,8,738
09-04-2020,Telengana,432,10,35,7,442
09-04-2020,Tripura,1,0,0,0,1
09-04-2020,Uttar Pradesh,409,1,31,4,410
09-04-2020,Uttarakhand,34,1,5,0,35
09-04-2020,West Bengal,103,0,16,5,103
10-04-2020,Andaman and Nicobar Islands,11,0,0,0,11
10-04-2020,Andhra Pradesh,363,0,7,6,363
10-04-2020,Arunachal Pradesh,1,0,0,0,1
10-04-2020,Assam,29,0,0,0,29
10-04-2020,Bihar,60,0,0,1,60
10-04-2020,Chandigarh,18,0,7,0,18
10-04-2020,Chhattisgarh,10,0,9,0,10
10-04-2020,Delhi,897,1,25,13,898
10-04-2020,Goa,6,1,1,0,7
10-04-2020,Gujarat,240,1,26,17,241
10-04-2020,Haryana,155,14,29,3,169
10-04-2020,Himachal Pradesh,28,0,6,1,28
10-04-2020,Jammu and Kashmir,184,0,6,4,184
10-04-2020,Jharkhand,13,0,0,1,13
10-04-2020,Karnataka,197,0,30,6,197
10-04-2020,Kerala,349,8,96,2,357
10-04-2020,Ladakh,15,0,10,0,15
10-04-2020,Madhya Pradesh,259,0,0,16,259
10-04-2020,Maharashtra,1361,3,125,97,1364
10-04-2020,Manipur,2,0,1,0,2
10-04-2020,Mizoram,1,0,0,0,1
10-04-2020,Odisha,44,0,2,1,44
10-04-2020,Puducherry,5,0,1,0,5
10-04-2020,Punjab,132,0,5,11,132
10-04-2020,Rajasthan,461,2,21,3,463
10-04-2020,Tamil Nadu,828,6,21,8,834
10-04-2020,Telengana,463,10,35,7,473
10-04-2020,Tripura,1,0,0,0,1
10-04-2020,Uttar Pradesh,430,1,32,4,431
10-04-2020,Uttarakhand,34,1,5,0,35
10-04-2020,West Bengal,116,0,16,5,116
11-04-2020,Andaman and Nicobar Islands,11,0,0,0,11
11-04-2020,Andhra Pradesh,381,0,11,6,381
11-04-2020,Arunachal Pradesh,1,0,0,0,1
11-04-2020,Assam,29,0,0,1,29
11-04-2020,Bihar,60,0,0,1,60
11-04-2020,Chandigarh,18,0,7,0,18
11-04-2020,Chhattisgarh,18,0,9,0,18
11-04-2020,Delhi,902,1,25,14,903
11-04-2020,Goa,6,1,1,0,7
11-04-2020,Gujarat,307,1,31,19,308
11-04-2020,Haryana,163,14,29,3,177
11-04-2020,Himachal Pradesh,28,0,6,1,28
11-04-2020,Jammu and Kashmir,207,0,6,4,207
11-04-2020,Jharkhand,17,0,0,1,17
11-04-2020,Karnataka,214,0,37,6,214
11-04-2020,Kerala,356,8,123,2,364
11-04-2020,Ladakh,15,0,10,0,15
11-04-2020,Madhya Pradesh,443,0,0,33,443
11-04-2020,Maharashtra,1571,3,188,110,1574
11-04-2020,Manipur,2,0,1,0,2
11-04-2020,Mizoram,1,0,0,0,1
11-04-2020,Odisha,48,0,2,1,48
11-04-2020,Puducherry,7,0,1,0,7
11-04-2020,Punjab,132,0,5,11,132
11-04-2020,Rajasthan,551,2,21,3,553
11-04-2020,Tamil Nadu,905,6,44,8,911
11-04-2020,Telengana,494,10,43,9,504
11-04-2020,Tripura,2,0,0,0,2
11-04-2020,Uttar Pradesh,432,1,32,4,433
11-04-2020,Uttarakhand,34,1,5,0,35
11-04-2020,West Bengal,126,0,16,5,126
12-04-2020,Andaman and Nicobar Islands,11,0,10,0,11
12-04-2020,Andhra Pradesh,381,0,11,6,381
12-04-2020,Arunachal Pradesh,1,0,0,0,1
12-04-2020,Assam,29,0,0,1,29
12-04-2020,Bihar,64,0,19,1,64
12-04-2020,Chandigarh,19,0,7,0,19
12-04-2020,Chhattisgarh,25,0,10,0,25
12-04-2020,Delhi,1068,1,25,19,1069
12-04-2020,Goa,6,1,5,0,7
12-04-2020,Gujarat,431,1,44,22,432
12-04-2020,Haryana,171,14,29,3,185
12-04-2020,Himachal Pradesh,32,0,6,1,32
12-04-2020,Jammu and Kashmir,224,0,6,4,224
12-04-2020,Jharkhand,17,0,0,1,17
12-04-2020,Karnataka,226,0,37,6,226
12-04-2020,Kerala,366,8,142,2,374
12-04-2020,Ladakh,15,0,10,0,15
12-04-2020,Madhya Pradesh,564,0,0,36,564
12-04-2020,Maharashtra,1758,3,208,127,1761
12-04-2020,Manipur,2,0,1,0,2
12-04-2020,Mizoram,1,0,0,0,1
12-04-2020,Odisha,54,0,12,1,54
12-04-2020,Puducherry,7,0,1,0,7
12-04-2020,Punjab,151,0,5,11,151
12-04-2020,Rajasthan,698,2,21,3,700
12-04-2020,Tamil Nadu,963,6,44,10,969
12-04-2020,Telengana,494,10,43,9,504
12-04-2020,Tripura,2,0,0,0,2
12-04-2020,Uttar Pradesh,451,1,45,5,452
12-04-2020,Uttarakhand,34,1,5,0,35
12-04-2020,West Bengal,134,0,19,5,134
13-04-2020,Andaman and Nicobar Islands,11,0,10,0,11
13-04-2020,Andhra Pradesh,432,0,11,7,432
13-04-2020,Arunachal Pradesh,1,0,0,0,1
13-04-2020,Assam,31,0,0,1,31
13-04-2020,Bihar,64,0,26,1,64
13-04-2020,Chandigarh,21,0,7,0,21
13-04-2020,Chhattisgarh,31,0,10,0,31
13-04-2020,Delhi,1153,1,27,24,1154
13-04-2020,Goa,6,1,5,0,7
13-04-2020,Gujarat,538,1,47,26,539
13-04-2020,Haryana,171,14,29,3,185
13-04-2020,Himachal Pradesh,32,0,13,1,32
13-04-2020,Jammu and Kashmir,245,0,6,4,245
13-04-2020,Jharkhand,19,0,0,2,19
13-04-2020,Karnataka,247,0,59,6,247
13-04-2020,Kerala,368,8,179,3,376
13-04-2020,Ladakh,15,0,10,0,15
13-04-2020,Madhya Pradesh,604,0,44,43,604
13-04-2020,Maharashtra,1982,3,217,149,1985
13-04-2020,Manipur,2,0,1,0,2
13-04-2020,Mizoram,1,0,0,0,1
13-04-2020,Nagaland,1,0,0,0,1
13-04-2020,Odisha,54,0,12,1,54
13-04-2020,Puducherry,7,0,1,0,7
13-04-2020,Punjab,167,0,14,11,167
13-04-2020,Rajasthan,810,2,21,3,812
13-04-2020,Tamil Nadu,1069,6,50,11,1075
13-04-2020,Telengana,552,10,100,16,562
13-04-2020,Tripura,2,0,0,0,2
13-04-2020,Uttar Pradesh,482,1,47,5,483
13-04-2020,Uttarakhand,34,1,5,0,35
13-04-2020,West Bengal,152,0,29,7,152
14-04-2020,Andaman and Nicobar Islands,11,0,10,0,11
14-04-2020,Andhra Pradesh,473,0,14,9,473
14-04-2020,Arunachal Pradesh,1,0,0,0,1
14-04-2020,Assam,31,0,0,1,31
14-04-2020,Bihar,66,0,26,1,66
14-04-2020,Chandigarh,21,0,7,0,21
14-04-2020,Chhattisgarh,31,0,10,0,31
14-04-2020,Delhi,1509,1,30,28,1510
14-04-2020,Goa,6,1,5,0,7
14-04-2020,Gujarat,616,1,55,26,617
14-04-2020,Haryana,185,14,34,3,199
14-04-2020,Himachal Pradesh,32,0,13,1,32
14-04-2020,Jammu and Kashmir,270,0,16,4,270
14-04-2020,Jharkhand,24,0,0,2,24
14-04-2020,Karnataka,258,0,65,9,258
14-04-2020,Kerala,371,8,198,3,379
14-04-2020,Ladakh,15,0,10,0,15
14-04-2020,Madhya Pradesh,730,0,51,50,730
14-04-2020,Maharashtra,2334,3,229,160,2337
14-04-2020,Manipur,2,0,1,0,2
14-04-2020,Meghalaya,1,0,0,0,1
14-04-2020,Mizoram,1,0,0,0,1
14-04-2020,Nagaland,1,0,0,0,1
14-04-2020,Odisha,55,0,18,1,55
14-04-2020,Puducherry,7,0,1,0,7
14-04-2020,Punjab,176,0,14,12,176
14-04-2020,Rajasthan,877,2,133,3,879
14-04-2020,Tamil Nadu,1167,6,58,11,1173
14-04-2020,Telengana,614,10,100,17,624
14-04-2020,Tripura,2,0,0,0,2
14-04-2020,Uttar Pradesh,656,1,49,5,657
14-04-2020,Uttarakhand,34,1,7,0,35
14-04-2020,West Bengal,190,0,36,7,190
15-04-2020,Andaman and Nicobar Islands,11,0,10,0,11
15-04-2020,Andhra Pradesh,503,0,16,9,503
15-04-2020,Arunachal Pradesh,1,0,0,0,1
15-04-2020,Assam,33,0,0,1,33
15-04-2020,Bihar,70,0,29,1,70
15-04-2020,Chandigarh,21,0,7,0,21
15-04-2020,Chhattisgarh,33,0,13,0,33
15-04-2020,Delhi,1560,1,30,30,1561
15-04-2020,Goa,6,1,5,0,7
15-04-2020,Gujarat,694,1,59,30,695
15-04-2020,Haryana,185,14,34,3,199
15-04-2020,Himachal Pradesh,33,0,13,1,33
15-04-2020,Jammu and Kashmir,278,0,30,4,278
15-04-2020,Jharkhand,27,0,0,2,27
15-04-2020,Karnataka,277,0,75,11,277
15-04-2020,Kerala,379,8,211,3,387
15-04-2020,Ladakh,17,0,10,0,17
15-04-2020,Madhya Pradesh,987,0,64,53,987
15-04-2020,Maharashtra,2684,3,259,178,2687
15-04-2020,Manipur,2,0,1,0,2
15-04-2020,Meghalaya,7,0,0,1,7
15-04-2020,Mizoram,1,0,0,0,1
15-04-2020,Nagaland#,0,0,0,0,0
15-04-2020,Odisha,60,0,18,1,60
15-04-2020,Puducherry,7,0,1,0,7
15-04-2020,Punjab,186,0,14,13,186
15-04-2020,Rajasthan,1003,2,147,3,1005
15-04-2020,Tamil Nadu,1198,6,81,12,1204
15-04-2020,Telengana,637,10,120,18,647
15-04-2020,Tripura,2,0,0,0,2
15-04-2020,Uttar Pradesh,734,1,51,11,735
15-04-2020,Uttarakhand,36,1,9,0,37
15-04-2020,West Bengal,213,0,37,7,213
16-04-2020,Andaman and Nicobar Islands,11,0,10,0,11
16-04-2020,Andhra Pradesh,534,0,20,14,534
16-04-2020,Arunachal Pradesh,1,0,0,0,1
16-04-2020,Assam,33,0,5,1,33
16-04-2020,Bihar,74,0,29,1,74
16-04-2020,Chandigarh,21,0,7,0,21
16-04-2020,Chhattisgarh,33,0,17,0,33
16-04-2020,Delhi,1577,1,42,32,1578
16-04-2020,Goa,6,1,5,0,7
16-04-2020,Gujarat,870,1,64,36,871
16-04-2020,Haryana,191,14,43,3,205
16-04-2020,Himachal Pradesh,35,0,16,1,35
16-04-2020,Jammu and Kashmir,300,0,36,4,300
16-04-2020,Jharkhand,28,0,0,2,28
16-04-2020,Karnataka,315,0,82,13,315
16-04-2020,Kerala,380,8,218,3,388
16-04-2020,Ladakh,17,0,10,0,17
16-04-2020,Madhya Pradesh,1120,0,64,53,1120
16-04-2020,Maharashtra,2916,3,295,187,2919
16-04-2020,Manipur,2,0,1,0,2
16-04-2020,Meghalaya,7,0,0,1,7
16-04-2020,Mizoram,1,0,0,0,1
16-04-2020,Nagaland#,0,0,0,0,0
16-04-2020,Odisha,60,0,18,1,60
16-04-2020,Puducherry,7,0,1,0,7
16-04-2020,Punjab,186,0,27,13,186
16-04-2020,Rajasthan,1021,2,147,3,1023
16-04-2020,Tamil Nadu,1236,6,118,14,1242
16-04-2020,Telengana,688,10,120,18,698
16-04-2020,Tripura,2,0,1,0,2
16-04-2020,Uttar Pradesh,772,1,68,13,773
16-04-2020,Uttarakhand,36,1,9,0,37
16-04-2020,West Bengal,231,0,42,7,231
17-04-2020,Andaman and Nicobar Islands,11,0,10,0,11
17-04-2020,Andhra Pradesh,572,0,36,14,572
17-04-2020,Arunachal Pradesh,1,0,0,0,1
17-04-2020,Assam,35,0,5,1,35
17-04-2020,Bihar,83,0,37,1,83
17-04-2020,Chandigarh,21,0,9,0,21
17-04-2020,Chhattisgarh,36,0,23,0,36
17-04-2020,Delhi,1639,1,51,38,1640
17-04-2020,Goa,6,1,6,0,7
17-04-2020,Gujarat,1020,1,74,38,1021
17-04-2020,Haryana,191,14,43,3,205
17-04-2020,Himachal Pradesh,35,0,16,1,35
17-04-2020,Jammu and Kashmir,314,0,38,4,314
17-04-2020,Jharkhand,29,0,0,2,29
17-04-2020,Karnataka,353,0,82,13,353
17-04-2020,Kerala,387,8,245,3,395
17-04-2020,Ladakh,18,0,14,0,18
17-04-2020,Madhya Pradesh,1308,0,65,57,1308
17-04-2020,Maharashtra,3202,3,300,194,3205
17-04-2020,Manipur,2,0,1,0,2
17-04-2020,Meghalaya,9,0,0,1,9
17-04-2020,Mizoram,1,0,0,0,1
17-04-2020,Nagaland#,0,0,0,0,0
17-04-2020,Odisha,60,0,19,1,60
17-04-2020,Puducherry,7,0,1,0,7
17-04-2020,Punjab,186,0,27,13,186
17-04-2020,Rajasthan,1129,2,164,11,1131
17-04-2020,Tamil Nadu,1261,6,180,15,1267
17-04-2020,Telengana,733,10,186,18,743
17-04-2020,Tripura,2,0,1,0,2
17-04-2020,Uttar Pradesh,845,1,74,14,846
17-04-2020,Uttarakhand,36,1,9,0,37
17-04-2020,West Bengal,255,0,51,10,255
18-04-2020,Andaman and Nicobar Islands,12,0,11,0,12
18-04-2020,Andhra Pradesh,603,0,42,15,603
18-04-2020,Arunachal Pradesh,1,0,0,0,1
18-04-2020,Assam,35,0,9,1,35
18-04-2020,Bihar,85,0,37,2,85
18-04-2020,Chandigarh,21,0,9,0,21
18-04-2020,Chhattisgarh,36,0,24,0,36
18-04-2020,Delhi,1706,1,72,42,1707
18-04-2020,Goa,6,1,6,0,7
18-04-2020,Gujarat,1271,1,88,48,1272
18-04-2020,Haryana,211,14,43,3,225
18-04-2020,Himachal Pradesh,38,0,16,1,38
18-04-2020,Jammu and Kashmir,328,0,42,5,328
18-04-2020,Jharkhand,33,0,0,2,33
18-04-2020,Karnataka,371,0,92,13,371
18-04-2020,Kerala,388,8,255,3,396
18-04-2020,Ladakh,18,0,14,0,18
18-04-2020,Madhya Pradesh,1355,0,69,69,1355
18-04-2020,Maharashtra,3320,3,331,201,3323
18-04-2020,Manipur,2,0,1,0,2
18-04-2020,Meghalaya,11,0,0,1,11
18-04-2020,Mizoram,1,0,0,0,1
18-04-2020,Nagaland#,0,0,0,0,0
18-04-2020,Odisha,60,0,21,1,60
18-04-2020,Puducherry,7,0,3,0,7
18-04-2020,Punjab,202,0,27,13,202
18-04-2020,Rajasthan,1227,2,183,11,1229
18-04-2020,Tamil Nadu,1317,6,283,15,1323
18-04-2020,Telengana,781,10,186,18,791
18-04-2020,Tripura,2,0,1,0,2
18-04-2020,Uttar Pradesh,968,1,86,14,969
18-04-2020,Uttarakhand,41,1,9,0,42
18-04-2020,West Bengal,287,0,55,10,287
19-04-2020,Andaman and Nicobar Islands,14,0,11,0,14
19-04-2020,Andhra Pradesh,603,0,42,15,603
19-04-2020,Arunachal Pradesh,1,0,0,0,1
19-04-2020,Assam,35,0,12,1,35
19-04-2020,Bihar,86,0,37,2,86
19-04-2020,Chandigarh,23,0,10,0,23
19-04-2020,Chhattisgarh,36,0,24,0,36
19-04-2020,Delhi,1892,1,72,43,1893
19-04-2020,Goa,6,1,6,0,7
19-04-2020,Gujarat,1603,1,94,58,1604
19-04-2020,Haryana,219,14,87,3,233
19-04-2020,Himachal Pradesh,39,0,16,1,39
19-04-2020,Jammu and Kashmir,341,0,51,5,341
19-04-2020,Jharkhand,35,0,0,2,35
19-04-2020,Karnataka,384,0,104,14,384
19-04-2020,Kerala,392,8,257,3,400
19-04-2020,Ladakh,18,0,14,0,18
19-04-2020,Madhya Pradesh,1407,0,127,70,1407
19-04-2020,Maharashtra,3648,3,365,211,3651
19-04-2020,Manipur,2,0,1,0,2
19-04-2020,Meghalaya,11,0,0,1,11
19-04-2020,Mizoram,1,0,0,0,1
19-04-2020,Nagaland#,0,0,0,0,0
19-04-2020,Odisha,61,0,24,1,61
19-04-2020,Puducherry,7,0,3,0,7
19-04-2020,Punjab,219,0,31,16,219
19-04-2020,Rajasthan,1349,2,183,11,1351
19-04-2020,Tamil Nadu,1366,6,365,15,1372
19-04-2020,Telengana,834,10,186,18,844
19-04-2020,Tripura,2,0,1,0,2
19-04-2020,Uttar Pradesh,1083,1,108,17,1084
19-04-2020,Uttarakhand,41,1,9,0,42
19-04-2020,West Bengal,310,0,62,12,310
20-04-2020,Andaman and Nicobar Islands,15,0,11,0,15
20-04-2020,Andhra Pradesh,722,0,92,20,722
20-04-2020,Arunachal Pradesh,1,0,0,0,1
20-04-2020,Assam,35,0,17,1,35
20-04-2020,Bihar,96,0,42,2,96
20-04-2020,Chandigarh,26,0,13,0,26
20-04-2020,Chhattisgarh,36,0,25,0,36
20-04-2020,Delhi,2002,1,290,45,2003
20-04-2020,Goa,6,1,7,0,7
20-04-2020,Gujarat,1850,1,106,67,1851
20-04-2020,Haryana,219,14,87,3,233
20-04-2020,Himachal Pradesh,39,0,16,1,39
20-04-2020,Jammu and Kashmir,350,0,56,5,350
20-04-2020,Jharkhand,42,0,0,2,42
20-04-2020,Karnataka,395,0,111,16,395
20-04-2020,Kerala,394,8,270,3,402
20-04-2020,Ladakh,18,0,14,0,18
20-04-2020,Madhya Pradesh,1485,0,127,74,1485
20-04-2020,Maharashtra,4200,3,507,223,4203
20-04-2020,Manipur,2,0,2,0,2
20-04-2020,Meghalaya,11,0,0,1,11
20-04-2020,Mizoram,1,0,0,0,1
20-04-2020,Nagaland,0,0,0,0,0
20-04-2020,Odisha,68,0,24,1,68
20-04-2020,Puducherry,7,0,3,0,7
20-04-2020,Punjab,219,0,31,16,219
20-04-2020,Rajasthan,1476,2,183,14,1478
20-04-2020,Tamil Nadu,1471,6,411,15,1477
20-04-2020,Telengana,863,10,190,21,873
20-04-2020,Tripura,2,0,1,0,2
20-04-2020,Uttar Pradesh,1175,1,129,17,1176
20-04-2020,Uttarakhand,43,1,11,0,44
20-04-2020,West Bengal,339,0,66,12,339
21-04-2020,Andaman and Nicobar Islands,16,0,11,0,16
21-04-2020,Andhra Pradesh,757,0,96,22,757
21-04-2020,Arunachal Pradesh,1,0,1,0,1
21-04-2020,Assam,35,0,19,1,35
21-04-2020,Bihar,114,0,42,2,114
21-04-2020,Chandigarh,26,0,13,0,26
21-04-2020,Chhattisgarh,36,0,25,0,36
21-04-2020,Delhi,2080,1,431,47,2081
21-04-2020,Goa,6,1,7,0,7
21-04-2020,Gujarat,2065,1,131,77,2066
21-04-2020,Haryana,240,14,127,3,254
21-04-2020,Himachal Pradesh,39,0,16,1,39
21-04-2020,Jammu and Kashmir,368,0,71,5,368
21-04-2020,Jharkhand,46,0,0,2,46
21-04-2020,Karnataka,415,0,114,17,415
21-04-2020,Kerala,400,8,291,3,408
21-04-2020,Ladakh,18,0,14,0,18
21-04-2020,Madhya Pradesh,1540,0,127,76,1540
21-04-2020,Maharashtra,4666,3,572,232,4669
21-04-2020,Manipur,2,0,2,0,2
21-04-2020,Meghalaya,11,0,0,1,11
21-04-2020,Mizoram,1,0,0,0,1
21-04-2020,Nagaland,0,0,0,0,0
21-04-2020,Odisha,74,0,24,1,74
21-04-2020,Puducherry,7,0,3,0,7
21-04-2020,Punjab,245,0,39,16,245
21-04-2020,Rajasthan,1574,2,205,25,1576
21-04-2020,Tamil Nadu,1514,6,457,17,1520
21-04-2020,Telengana,909,10,190,23,919
21-04-2020,Tripura,2,0,1,0,2
21-04-2020,Uttar Pradesh,1293,1,140,20,1294
21-04-2020,Uttarakhand,45,1,18,0,46
21-04-2020,West Bengal,392,0,73,12,392
22-04-2020,Andaman and Nicobar Islands,17,0,11,0,17
22-04-2020,Andhra Pradesh,813,0,120,24,813
22-04-2020,Arunachal Pradesh,1,0,1,0,1
22-04-2020,Assam,35,0,19,1,35
22-04-2020,Bihar,126,0,46,2,126
22-04-2020,Chandigarh,27,0,14,0,27
22-04-2020,Chhattisgarh,36,0,26,0,36
22-04-2020,Delhi,2155,1,611,47,2156
22-04-2020,Goa,6,1,7,0,7
22-04-2020,Gujarat,2271,1,144,95,2272
22-04-2020,Haryana,240,14,127,3,254
22-04-2020,Himachal Pradesh,39,0,16,1,39
22-04-2020,Jammu and Kashmir,380,0,81,5,380
22-04-2020,Jharkhand#,45,0,0,3,45
22-04-2020,Karnataka,425,0,129,17,425
22-04-2020,Kerala,419,8,323,3,427
22-04-2020,Ladakh,18,0,14,0,18
22-04-2020,Madhya Pradesh,1592,0,148,80,1592
22-04-2020,Maharashtra,5218,3,722,251,5221
22-04-2020,Manipur,2,0,2,0,2
22-04-2020,Meghalaya,12,0,0,1,12
22-04-2020,Mizoram,1,0,0,0,1
22-04-2020,Odisha,82,0,30,1,82
22-04-2020,Puducherry,7,0,3,0,7
22-04-2020,Punjab,251,0,49,16,251
22-04-2020,Rajasthan,1799,2,230,25,1801
22-04-2020,Tamil Nadu,1590,6,635,18,1596
22-04-2020,Telengana,935,10,194,23,945
22-04-2020,Tripura,2,0,1,0,2
22-04-2020,Uttar Pradesh,1411,1,165,21,1412
22-04-2020,Uttarakhand,45,1,19,0,46
22-04-2020,West Bengal,423,0,73,15,423
23-04-2020,Andaman and Nicobar Islands,18,0,11,0,18
23-04-2020,Andhra Pradesh,895,0,141,27,895
23-04-2020,Arunachal Pradesh,1,0,1,0,1
23-04-2020,Assam,35,0,19,1,35
23-04-2020,Bihar,148,0,46,2,148
23-04-2020,Chandigarh,27,0,14,0,27
23-04-2020,Chhattisgarh,36,0,28,0,36
23-04-2020,Delhi,2247,1,724,48,2248
23-04-2020,Goa,6,1,7,0,7
23-04-2020,Gujarat,2406,1,179,103,2407
23-04-2020,Haryana,248,14,140,3,262
23-04-2020,Himachal Pradesh,40,0,18,1,40
23-04-2020,Jammu and Kashmir,407,0,92,5,407
23-04-2020,Jharkhand,49,0,8,3,49
23-04-2020,Karnataka,443,0,141,17,443
23-04-2020,Kerala,430,8,324,3,438
23-04-2020,Ladakh,18,0,14,0,18
23-04-2020,Madhya Pradesh,1695,0,148,81,1695
23-04-2020,Maharashtra,5649,3,789,269,5652
23-04-2020,Manipur,2,0,2,0,2
23-04-2020,Meghalaya,12,0,0,1,12
23-04-2020,Mizoram,1,0,0,0,1
23-04-2020,Odisha,83,0,32,1,83
23-04-2020,Puducherry,7,0,3,0,7
23-04-2020,Punjab,277,0,65,16,277
23-04-2020,Rajasthan,1888,2,230,27,1890
23-04-2020,Tamil Nadu,1623,6,662,18,1629
23-04-2020,Telengana,950,10,197,24,960
23-04-2020,Tripura,2,0,1,0,2
23-04-2020,Uttar Pradesh,1508,1,187,21,1509
23-04-2020,Uttarakhand,45,1,23,0,46
23-04-2020,West Bengal,456,0,79,15,456
24-04-2020,Andaman and Nicobar Islands,22,0,11,0,22
24-04-2020,Andhra Pradesh,955,0,145,29,955
24-04-2020,Arunachal Pradesh,1,0,1,0,1
24-04-2020,Assam,36,0,19,1,36
24-04-2020,Bihar,176,0,46,2,176
24-04-2020,Chandigarh,27,0,14,0,27
24-04-2020,Chhattisgarh,36,0,28,0,36
24-04-2020,Delhi,2375,1,808,50,2376
24-04-2020,Goa,6,1,7,0,7
24-04-2020,Gujarat,2623,1,258,112,2624
24-04-2020,Haryana,258,14,156,3,272
24-04-2020,Himachal Pradesh,40,0,18,1,40
24-04-2020,Jammu and Kashmir,427,0,92,5,427
24-04-2020,Jharkhand,55,0,8,3,55
24-04-2020,Karnataka,463,0,150,18,463
24-04-2020,Kerala,440,8,324,3,448
24-04-2020,Ladakh,18,0,14,0,18
24-04-2020,Madhya Pradesh,1852,0,203,83,1852
24-04-2020,Maharashtra,6427,3,840,283,6430
24-04-2020,Manipur,2,0,2,0,2
24-04-2020,Meghalaya,12,0,0,1,12
24-04-2020,Mizoram,1,0,0,0,1
24-04-2020,Odisha,90,0,33,1,90
24-04-2020,Puducherry,7,0,3,0,7
24-04-2020,Punjab,277,0,65,16,277
24-04-2020,Rajasthan,1962,2,230,27,1964
24-04-2020,Tamil Nadu,1677,6,752,20,1683
24-04-2020,Telengana,974,10,253,26,984
24-04-2020,Tripura,2,0,1,0,2
24-04-2020,Uttar Pradesh,1603,1,206,24,1604
24-04-2020,Uttarakhand,46,1,24,0,47
24-04-2020,West Bengal,514,0,103,15,514
25-04-2020,Andaman and Nicobar Islands,27,0,11,0,27
25-04-2020,Andhra Pradesh,1061,0,171,31,1061
25-04-2020,Arunachal Pradesh,1,0,1,0,1
25-04-2020,Assam,36,0,19,1,36
25-04-2020,Bihar,228,0,46,2,228
